,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
493,410,Shieldon,4,Normal,Rock,Steel,0.5,57.0,350,30,42,118,30,45.0,70.0,70.0,Erratic,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
494,411,Bastiodon,4,Normal,Rock,Steel,1.3,149.5,495,60,52,168,30,45.0,70.0,173.0,Erratic,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
495,412,Burmy,4,Normal,Bug,,0.2,3.4,224,40,29,45,36,120.0,70.0,45.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
496,413,Wormadam Plant Cloak,4,Normal,Bug,Grass,0.5,6.5,424,60,59,85,36,45.0,70.0,148.0,Medium Fast,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
499,414,Mothim,4,Normal,Bug,Flying,0.9,23.3,424,70,94,50,66,45.0,70.0,148.0,Medium Fast,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
500,415,Combee,4,Normal,Bug,Flying,0.3,5.5,244,30,30,42,70,120.0,70.0,49.0,Medium Slow,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
501,416,Vespiquen,4,Normal,Bug,Flying,1.2,38.5,474,70,80,102,40,45.0,70.0,166.0,Medium Slow,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
502,417,Pachirisu,4,Normal,Electric,,0.4,3.9,405,60,45,70,95,200.0,100.0,142.0,Medium Fast,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,418,Buizel,4,Normal,Water,,0.7,29.5,330,55,65,35,85,190.0,70.0,66.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,419,Floatzel,4,Normal,Water,,1.1,33.5,495,85,105,55,115,75.0,70.0,173.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
505,420,Cherubi,4,Normal,Grass,,0.4,3.3,275,45,35,45,35,190.0,70.0,55.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
506,421,Cherrim,4,Normal,Grass,,0.5,9.3,450,70,60,70,85,75.0,70.0,158.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
507,422,Shellos,4,Normal,Water,,0.3,6.3,325,76,48,48,34,190.0,70.0,65.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
508,423,Gastrodon,4,Normal,Water,Ground,0.9,29.9,475,111,83,68,39,75.0,70.0,166.0,Medium Fast,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
509,424,Ambipom,4,Normal,Normal,,1.2,20.3,482,75,100,66,115,45.0,100.0,169.0,Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
510,425,Drifloon,4,Normal,Ghost,Flying,0.4,1.2,348,90,50,34,70,125.0,70.0,70.0,Fluctuating,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
511,426,Drifblim,4,Normal,Ghost,Flying,1.2,15.0,498,150,80,44,80,60.0,70.0,174.0,Fluctuating,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
512,427,Buneary,4,Normal,Normal,,0.4,5.5,350,55,66,44,85,190.0,0.0,70.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,428,Lopunny,4,Normal,Normal,,1.2,33.3,480,65,76,84,105,60.0,140.0,168.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
515,429,Mismagius,4,Normal,Ghost,,0.9,4.4,495,60,60,60,105,45.0,35.0,173.0,Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
516,430,Honchkrow,4,Normal,Dark,Flying,0.9,27.3,505,100,125,52,71,30.0,35.0,177.0,Medium Slow,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
517,431,Glameow,4,Normal,Normal,,0.5,3.9,310,49,55,42,85,190.0,70.0,62.0,Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
518,432,Purugly,4,Normal,Normal,,1.0,43.8,452,71,82,64,112,75.0,70.0,158.0,Fast,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
519,433,Chingling,4,Normal,Psychic,,0.2,0.6,285,45,30,50,45,120.0,70.0,57.0,Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
520,434,Stunky,4,Normal,Poison,Dark,0.4,19.2,329,63,63,47,74,225.0,70.0,66.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
521,435,Skuntank,4,Normal,Poison,Dark,1.0,38.0,479,103,93,67,84,60.0,70.0,168.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
522,436,Bronzor,4,Normal,Steel,Psychic,0.5,60.5,300,57,24,86,23,255.0,70.0,60.0,Medium Fast,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
523,437,Bronzong,4,Normal,Steel,Psychic,1.3,187.0,500,67,89,116,33,90.0,70.0,175.0,Medium Fast,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
524,438,Bonsly,4,Normal,Rock,,0.5,15.0,290,50,80,95,10,255.0,70.0,58.0,Medium Fast,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,439,Mime Jr.,4,Normal,Psychic,Fairy,0.6,13.0,310,20,25,45,60,145.0,70.0,62.0,Medium Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
526,440,Happiny,4,Normal,Normal,,0.6,24.4,220,100,5,5,30,130.0,140.0,110.0,Fast,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
527,441,Chatot,4,Normal,Normal,Flying,0.5,1.9,411,76,65,45,91,30.0,35.0,144.0,Medium Slow,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
528,442,Spiritomb,4,Normal,Ghost,Dark,1.0,108.0,485,50,92,108,35,100.0,70.0,170.0,Medium Fast,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
529,443,Gible,4,Normal,Dragon,Ground,0.7,20.5,300,58,70,45,42,45.0,70.0,60.0,Slow,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
530,444,Gabite,4,Normal,Dragon,Ground,1.4,56.0,410,68,90,65,82,45.0,70.0,144.0,Slow,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
531,445,Garchomp,4,Normal,Dragon,Ground,1.9,95.0,600,108,130,95,102,45.0,70.0,270.0,Slow,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
533,446,Munchlax,4,Normal,Normal,,0.6,105.0,390,135,85,40,5,50.0,70.0,78.0,Slow,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
534,447,Riolu,4,Normal,Fighting,,0.7,20.2,285,40,70,40,60,75.0,70.0,57.0,Medium Slow,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,448,Lucario,4,Normal,Fighting,Steel,1.2,54.0,525,70,110,70,90,45.0,70.0,184.0,Medium Slow,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
537,449,Hippopotas,4,Normal,Ground,,0.8,49.5,330,68,72,78,32,140.0,70.0,66.0,Slow,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
538,450,Hippowdon,4,Normal,Ground,,2.0,300.0,525,108,112,118,47,60.0,70.0,184.0,Slow,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
539,451,Skorupi,4,Normal,Poison,Bug,0.8,12.0,330,40,50,90,65,120.0,70.0,66.0,Slow,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
540,452,Drapion,4,Normal,Poison,Dark,1.3,61.5,500,70,90,110,95,45.0,70.0,175.0,Slow,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
541,453,Croagunk,4,Normal,Poison,Fighting,0.7,23.0,300,48,61,40,50,140.0,100.0,60.0,Medium Fast,10.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
542,454,Toxicroak,4,Normal,Poison,Fighting,1.3,44.4,490,83,106,65,85,75.0,70.0,172.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
543,455,Carnivine,4,Normal,Grass,,1.4,27.0,454,74,100,72,46,200.0,70.0,159.0,Slow,25.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
544,456,Finneon,4,Normal,Water,,0.4,7.0,330,49,49,56,66,190.0,70.0,66.0,Erratic,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
545,457,Lumineon,4,Normal,Water,,1.2,24.0,460,69,69,76,91,75.0,70.0,161.0,Erratic,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
546,458,Mantyke,4,Normal,Water,Flying,1.0,65.0,345,45,20,50,50,25.0,70.0,69.0,Slow,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
547,459,Snover,4,Normal,Grass,Ice,1.0,50.5,334,60,62,50,40,120.0,70.0,67.0,Slow,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
548,460,Abomasnow,4,Normal,Grass,Ice,2.2,135.5,494,90,92,75,60,60.0,70.0,173.0,Slow,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
550,461,Weavile,4,Normal,Dark,Ice,1.1,34.0,510,70,120,65,125,45.0,35.0,179.0,Medium Slow,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
551,462,Magnezone,4,Normal,Electric,Steel,1.2,180.0,535,70,70,115,60,30.0,70.0,241.0,Medium Fast,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
552,463,Lickilicky,4,Normal,Normal,,1.7,140.0,515,110,85,95,50,30.0,70.0,180.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
553,464,Rhyperior,4,Normal,Ground,Rock,2.4,282.8,535,115,140,130,40,30.0,70.0,241.0,Slow,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
554,465,Tangrowth,4,Normal,Grass,,2.0,128.6,535,100,100,125,50,30.0,70.0,187.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
555,466,Electivire,4,Normal,Electric,,1.8,138.6,540,75,123,67,95,30.0,70.0,243.0,Medium Fast,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
556,467,Magmortar,4,Normal,Fire,,1.6,68.0,540,75,95,67,83,30.0,70.0,243.0,Medium Fast,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
557,468,Togekiss,4,Normal,Fairy,Flying,1.5,38.0,545,85,50,95,80,30.0,70.0,245.0,Fast,10.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
558,469,Yanmega,4,Normal,Bug,Flying,1.9,51.5,515,86,76,86,95,30.0,70.0,180.0,Medium Fast,20.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
559,470,Leafeon,4,Normal,Grass,,1.0,25.5,525,65,110,130,95,45.0,35.0,184.0,Medium Fast,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
560,471,Glaceon,4,Normal,Ice,,0.8,25.9,525,65,60,110,65,45.0,35.0,184.0,Medium Fast,35.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
561,472,Gliscor,4,Normal,Ground,Flying,2.0,42.5,510,75,95,125,95,30.0,70.0,179.0,Medium Slow,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
562,473,Mamoswine,4,Normal,Ice,Ground,2.5,291.0,530,110,130,80,80,50.0,70.0,239.0,Slow,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
563,474,Porygon-Z,4,Normal,Normal,,0.9,34.0,535,85,80,70,90,30.0,70.0,241.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
564,475,Gallade,4,Normal,Psychic,Fighting,1.6,52.0,518,68,125,65,80,45.0,35.0,233.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
566,476,Probopass,4,Normal,Rock,Steel,1.4,340.0,525,60,55,145,40,60.0,70.0,184.0,Medium Fast,20.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
567,477,Dusknoir,4,Normal,Ghost,,2.2,106.6,525,45,100,135,45,45.0,35.0,236.0,Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
568,478,Froslass,4,Normal,Ice,Ghost,1.3,26.6,480,70,80,70,110,75.0,70.0,168.0,Medium Fast,20.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
569,479,Rotom,4,Normal,Electric,Ghost,0.3,0.3,440,50,50,77,91,45.0,70.0,154.0,Medium Fast,20.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
575,480,Uxie,4,Sub Legendary,Psychic,,0.3,0.3,580,75,75,130,95,3.0,140.0,261.0,Slow,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,481,Mesprit,4,Sub Legendary,Psychic,,0.3,0.3,580,80,105,105,80,3.0,140.0,261.0,Slow,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,482,Azelf,4,Sub Legendary,Psychic,,0.3,0.3,580,75,125,70,115,3.0,140.0,261.0,Slow,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,483,Dialga,4,Legendary,Steel,Dragon,5.4,683.0,680,100,120,120,90,3.0,0.0,306.0,Slow,120.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
579,484,Palkia,4,Legendary,Water,Dragon,4.2,336.0,680,90,120,100,100,3.0,0.0,306.0,Slow,120.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
580,485,Heatran,4,Sub Legendary,Fire,Steel,1.7,430.0,600,91,90,106,77,3.0,100.0,270.0,Slow,10.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25
581,486,Regigigas,4,Sub Legendary,Normal,,3.7,420.0,670,110,160,110,100,3.0,0.0,302.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
582,487,Giratina Altered Forme,4,Legendary,Ghost,Dragon,4.5,750.0,680,150,100,120,90,3.0,0.0,306.0,Slow,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
584,488,Cresselia,4,Sub Legendary,Psychic,,1.5,85.6,600,120,70,120,85,3.0,100.0,270.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
585,489,Phione,4,Mythical,Water,,0.4,3.1,480,80,80,80,80,30.0,70.0,216.0,Slow,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
586,490,Manaphy,4,Mythical,Water,,0.3,1.4,600,100,100,100,100,3.0,70.0,270.0,Slow,10.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
587,491,Darkrai,4,Mythical,Dark,,1.5,50.5,600,70,90,90,125,3.0,0.0,270.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
588,492,Shaymin Land Forme,4,Mythical,Grass,,0.2,2.1,600,100,100,100,100,45.0,100.0,270.0,Medium Slow,120.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
590,493,Arceus,4,Mythical,Normal,,3.2,320.0,720,120,120,120,120,3.0,0.0,324.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
591,494,Victini,5,Mythical,Psychic,Fire,0.4,4.0,600,100,100,100,100,3.0,100.0,270.0,Slow,120.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
592,495,Snivy,5,Normal,Grass,,0.6,8.1,308,45,45,55,63,45.0,70.0,62.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
593,496,Servine,5,Normal,Grass,,0.8,16.0,413,60,60,75,83,45.0,70.0,145.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
594,497,Serperior,5,Normal,Grass,,3.3,63.0,528,75,75,95,113,45.0,70.0,238.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
595,498,Tepig,5,Normal,Fire,,0.5,9.9,308,65,63,45,45,45.0,70.0,62.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
596,499,Pignite,5,Normal,Fire,Fighting,1.0,55.5,418,90,93,55,55,45.0,70.0,146.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
597,500,Emboar,5,Normal,Fire,Fighting,1.6,150.0,528,110,123,65,65,45.0,70.0,238.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
598,501,Oshawott,5,Normal,Water,,0.5,5.9,308,55,55,45,45,45.0,70.0,62.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
599,502,Dewott,5,Normal,Water,,0.8,24.5,413,75,75,60,60,45.0,70.0,145.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
600,503,Samurott,5,Normal,Water,,1.5,94.6,528,95,100,85,70,45.0,70.0,238.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
601,504,Patrat,5,Normal,Normal,,0.5,11.6,255,45,55,39,42,255.0,70.0,51.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
602,505,Watchog,5,Normal,Normal,,1.1,27.0,420,60,85,69,77,255.0,70.0,147.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
603,506,Lillipup,5,Normal,Normal,,0.4,4.1,275,45,60,45,55,255.0,70.0,55.0,Medium Slow,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
604,507,Herdier,5,Normal,Normal,,0.9,14.7,370,65,80,65,60,120.0,70.0,130.0,Medium Slow,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
605,508,Stoutland,5,Normal,Normal,,1.2,61.0,500,85,110,90,80,45.0,70.0,225.0,Medium Slow,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
606,509,Purrloin,5,Normal,Dark,,0.4,10.1,281,41,50,37,66,255.0,70.0,56.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
607,510,Liepard,5,Normal,Dark,,1.1,37.5,446,64,88,50,106,90.0,70.0,156.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
608,511,Pansage,5,Normal,Grass,,0.6,10.5,316,50,53,48,64,190.0,70.0,63.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
